Reference Number,Property Name,NHL Designated Date,Restricted Address,Category of Property,State,County,City ,Street & Number,External Link,Federal Agencies,Other Names,Park Name
73000999,Arlington,5/30/1974,0,BUILDING,MISSISSIPPI,Adams,Natchez,Main St.,https://catalog.archives.gov/id/73890765,,,
74001047,Auburn,5/30/1974,0,BUILDING,MISSISSIPPI,Adams,Natchez,Duncan Park,https://catalog.archives.gov/id/73890553,,,
71000448,Beauvoir,11/7/1973,0,BUILDING,MISSISSIPPI,Harrison,Biloxi,200 W. Beach Blvd.,https://catalog.archives.gov/id/73891196,, Jefferson Davis Shrine;Jefferson Davis House,
71000450,Champion Hill Battlefield,5/5/1977,0,DISTRICT,MISSISSIPPI,Hinds,Bolton,4 mi. SW of Bolton,https://catalog.archives.gov/id/73891359,,,
74002252,Commercial Bank and Banker's House,5/30/1974,0,BUILDING,MISSISSIPPI,Adams,Natchez,206 Main St. and 107 Canal St.,https://catalog.archives.gov/id/73890545,," First Church of Christ,Scientist, and Banker's House",
73001024,Dancing Rabbit Creek Treaty Site,6/19/1996,1,SITE,MISSISSIPPI,Noxubee,Macon,Address Restricted,,,,
72000684,Dunleith,12/2/1974,0,BUILDING,MISSISSIPPI,Adams,Natchez,84 Homochitto St.,https://catalog.archives.gov/id/73890737,, Routhlands,
88002618,Emerald Mound Site (22AD504),12/20/1989,1,SITE,MISSISSIPPI,Adams,Stanton,Address Restricted,, NATIONAL PARK SERVICE, 22-AD-504;Selzertown Mound,Natchez Trace
100000791,"Evers, Medgar, House",12/23/2016,0,building,MISSISSIPPI,Hinds,Jackson,2332 Margaret Walker Alexander Dr.,,,,
68000028,"Faulkner, William, House",5/23/1968,0,BUILDING,MISSISSIPPI,Lafayette,Oxford,Old Taylor Rd.,https://catalog.archives.gov/id/73890584,, Rowan Oak,
00000263,Fort St. Pierre Site,2/16/2000,1,SITE,MISSISSIPPI,Warren,Vicksburg,Address Restricted,https://catalog.archives.gov/id/73890594,, Fort St. Peter; Fort St. Claude des Yasous; Yazoo Post; Site 23-M-5,
66000408,Grand Village of the Natchez Indians,7/19/1964,0,SITE,MISSISSIPPI,Adams,Natchez,3 mi. SE of Natchez,https://catalog.archives.gov/id/73890533,, Fatherland Plantation Site,
75001051,Hester-Standifer Creek Site,1/3/2001,1,SITE,MISSISSIPPI,Monroe,Amory,Address Restricted,,,,
87000863,Highland Park Dentzel Carousel and Shelter Building,2/27/1987,0,STRUCTURE,MISSISSIPPI,Lauderdale,Meridian,Highland Park,https://catalog.archives.gov/id/73890588,, See Also:Highland Park,
66000412,Holly Bluff Site,7/19/1964,1,SITE,MISSISSIPPI,Yazoo,Holly Bluff,Address Restricted,,, Lake George Site,
74001050,House on Ellicott's Hill,5/30/1974,0,BUILDING,MISSISSIPPI,Adams,Natchez,N. Canal and Jefferson Sts.,https://catalog.archives.gov/id/73890541,, Connelly's Tavern;James Moore House,
73001017,Jaketown Site,12/14/1990,1,SITE,MISSISSIPPI,Humphreys,Belzoni,Address Restricted,,,,
75001048,"Lamar, Lucius Quintus Cincinnatus, House",5/15/1975,0,BUILDING,MISSISSIPPI,Lafayette,Oxford,616 N. 14th St.,https://catalog.archives.gov/id/73890586,,,
88000236,"Lee, Frances, Mound Group (22HO654)",6/21/1990,1,SITE,MISSISSIPPI,Holmes,Tchula,Address Restricted,,, 22HO654,
69000079,Longwood,12/16/1969,0,BUILDING,MISSISSIPPI,Adams,Natchez,1.5 mi. SE of Natchez,https://catalog.archives.gov/id/73890537,, Nutt's Folly,
08001092,Lyceum-The Circle Historic District,10/6/2008,0,DISTRICT,MISSISSIPPI,Lafayette,Oxford,"University Circle, University of Mississippi",https://catalog.archives.gov/id/73890582,,,
76001102,"McLaran, Charles, House",1/3/2001,0,BUILDING,MISSISSIPPI,Lowndes,Columbus,"514 2nd St., S.",https://catalog.archives.gov/id/73891695,, Riverview,
74002253,Melrose,5/30/1974,0,BUILDING,MISSISSIPPI,Adams,Natchez,Melrose Ave.,https://catalog.archives.gov/id/73890543,,,
69000085,Mississippi Governor's Mansion,4/24/1975,0,BUILDING,MISSISSIPPI,Hinds,Jackson,316 E. Capitol St.,https://catalog.archives.gov/id/73891313,, See Also:Smith Park Architectural District,
69000086,Mississippi State Capitol,10/31/2016,0,BUILDING,MISSISSIPPI,Hinds,Jackson,"500 Mississippi St., north side, between N. President and N. West Sts.",https://catalog.archives.gov/id/73891309,, New Capitol,
73001001,Monmouth,6/7/1988,0,BUILDING,MISSISSIPPI,Adams,Natchez,E. Franklin St. and Melrose Ave.,https://catalog.archives.gov/id/73890777,,,
76001092,"Montgomery, I. T., House",5/11/1976,0,BUILDING,MISSISSIPPI,Bolivar,Mound Bayou,W. Main St.,https://catalog.archives.gov/id/73890559,,,
74001057,Oakland Chapel,5/11/1976,0,BUILDING,MISSISSIPPI,Claiborne,Alcorn,Alcorn State University campus,https://catalog.archives.gov/id/73890992,," Oakland Memorial Chapel,Alcorn University",
68000029,"Old Courthouse, Warren County",5/23/1968,0,BUILDING,MISSISSIPPI,Warren,Vicksburg,Court Sq.,https://catalog.archives.gov/id/73890596,,,
69000087,Old State Capitol,12/14/1990,0,BUILDING,MISSISSIPPI,Hinds,Jackson,100 N. State St.,https://catalog.archives.gov/id/73891323,," Mississippi State Capitol,Old",
70000319,Pemberton's Headquarters,12/8/1976,0,BUILDING,MISSISSIPPI,Warren,Vicksburg,1018 Crawford St.,https://catalog.archives.gov/id/73892159,, Willis-Cowan House,
05000461,Port Gibson Battle Site,4/5/2005,0,SITE,MISSISSIPPI,Claiborne,Port Gibson,West of Port Gibson,https://catalog.archives.gov/id/73890563,,,
85002805,Rocket Propulsion Test Complex,10/3/1985,0,STRUCTURE,MISSISSIPPI,Hancock,Bay St. Louis,National Space Technology Laboratories (NSTL),https://catalog.archives.gov/id/73890567, NATIONAL AERONAUTICS &amp; SPACE ADMINISTRATION," A-1/A-2, B-1/B-2 Test Stands",
77000781,Rosalie,1/19/1989,0,BUILDING,MISSISSIPPI,Adams,Natchez,100 Orleans St.,https://catalog.archives.gov/id/73890775,,,
91001050,Siege and Battle of Corinth,5/6/1991,0,DISTRICT,MISSISSIPPI,Alcorn,Corinth,Various locations in and around the town of Corinth,https://catalog.archives.gov/id/73890557,,,
74002254,Stanton Hall,5/30/1974,0,BUILDING,MISSISSIPPI,Adams,Natchez,High St. between Pearl and Commerce Sts.,https://catalog.archives.gov/id/73890539,, Belfast,
73001004,Waverley,5/30/1974,0,BUILDING,MISSISSIPPI,Clay,West Point,10 mi. E of West Point,https://catalog.archives.gov/id/73891008,, Waverly,
02001388,"Welty, Eudora, House",8/18/2004,0,BUILDING,MISSISSIPPI,Hinds,Jackson,1119 Pinehurst St.,https://catalog.archives.gov/id/73891357,,,
73001031,Winterville Site,9/14/1993,1,SITE,MISSISSIPPI,Washington,Greenville,Address Restricted,,,,
66000945,Anheuser-Busch Brewery,11/13/1966,0,DISTRICT,MISSOURI,St. Louis,St. Louis (Independent City),721 Pestalozzi St.,https://catalog.archives.gov/id/63818186,,,
66000422,Arrow Rock,5/23/1963,0,DISTRICT,MISSOURI,Saline,Arrow Rock,Arrow Rock State Park,https://catalog.archives.gov/id/63820090,,,
66000423,"Bingham, George Caleb, House",12/21/1965,0,BUILDING,MISSOURI,Saline,Arrow Rock,1st and High Sts. in Arrow Rock State Park,https://catalog.archives.gov/id/63818164,,,
69000305,"Bolduc, Louis, House",4/15/1970,0,BUILDING,MISSOURI,Ste. Genevieve,Ste. Genevieve,123 S. Main St.,https://catalog.archives.gov/id/63821139,,,
66000425,Carrington Osage Village Site,7/19/1964,1,SITE,MISSOURI,Vernon,Nevada,Address Restricted,,,,
90000345,Christ Church Cathedral,10/12/1994,0,BUILDING,MISSOURI,St. Louis,St. Louis (Independent City),1210 Locust St.,https://catalog.archives.gov/id/63818174,,,
76001114,"Clark, James Beauchamp, House",12/8/1976,0,BUILDING,MISSOURI,Pike,Bowling Green,204 E. Champ Clark Dr.,https://catalog.archives.gov/id/63818161,," James Beauchamp ""Champ"" Clark House;Honey Shuck",
66000946,Eads Bridge,1/29/1964,0,STRUCTURE,MISSOURI,St. Louis,St. Louis (Independent City),Spanning the Mississippi River at Washington St.,https://catalog.archives.gov/id/28891650,,,
76002234,"Erlanger, Joseph, House",12/8/1976,0,BUILDING,MISSOURI,St. Louis,St. Louis (Independent City),5127 Waterman Blvd.,https://catalog.archives.gov/id/63818194,,,
75002137,"Field, Eugene, House",3/29/2007,0,BUILDING,MISSOURI,St. Louis,St. Louis (Independent City),634 S. Broadway,https://catalog.archives.gov/id/63820764,,,
66000418,Fort Osage,11/5/1961,0,DISTRICT,MISSOURI,Jackson,Sibley,N edge of Sibley on the Missouri River,https://catalog.archives.gov/id/63818147,,,
87001423,Gateway Arch,5/28/1987,0,STRUCTURE,MISSOURI,St. Louis,St. Louis (Independent City),Memorial Dr. between Poplar St. & Eads bridges,https://catalog.archives.gov/id/63818178, NATIONAL PARK SERVICE, See Also:Jefferson National Expansion Memorial National Hist,Jefferson National Expansion Memorial National Historic Site
67000029,GOLDENROD,12/24/1967,0,STRUCTURE,MISSOURI,St. Louis,St. Louis (Independent City),400 N. Wharf St.,,, GOLDENROD Showboat,
66000420,Graham Cave,1/20/1961,0,SITE,MISSOURI,Montgomery,Mineola,0.5 mi. N of Mineola,https://catalog.archives.gov/id/63818159,, Graham Cave State Park;23-MT-2,
66000941,Jefferson National Expansion Memorial National Historic Site,5/28/1987,0,DISTRICT,MISSOURI,St. Louis,St. Louis (Independent City),Mississippi River between Washington and Poplar Sts.,https://catalog.archives.gov/id/63820643, NATIONAL PARK SERVICE, Old Courthouse;Old Cathedral;See Also:Gateway Arch,Jefferson National Expansion Memorial National Historic Site
76002235,"Joplin, Scott, House",12/8/1976,0,BUILDING,MISSOURI,St. Louis,St. Louis (Independent City),2658 Delmar Blvd.,https://catalog.archives.gov/id/63818192,,,
00001148,Liberty Memorial,9/20/2006,0,SITE,MISSOURI,Jackson,Kansas City,100 W 26th St.,https://catalog.archives.gov/id/63819276,,,
71001065,Missouri Botanical Gardens,12/8/1976,0,DISTRICT,MISSOURI,St. Louis,St. Louis (Independent City),2345 Tower Grove Ave.,https://catalog.archives.gov/id/63820793,, Shaw's Garden,
79001372,Mutual Musicians' Foundation Building,12/21/1981,0,BUILDING,MISSOURI,Jackson,Kansas City,1823 Highland Ave.,https://catalog.archives.gov/id/63819467,, Mutual Musicians Association Building;Musician's Union Local,
66000414,"Patee, John, House",11/5/1961,0,BUILDING,MISSOURI,Buchanan,St. Joseph,12th and Penn Sts.,https://catalog.archives.gov/id/63818140,, Patee House Museum;Patee House,
69000111,"Pershing, Gen. John J., Boyhood Home",5/11/1976,0,BUILDING,MISSOURI,Linn,Laclede,State and Worlow Sts.,https://catalog.archives.gov/id/63819647,,,
66000415,Research Cave,7/19/1964,1,SITE,MISSOURI,Callaway,Portland,Address Restricted,,,,
66000413,Sanborn Field and Soil Erosion Plots,7/19/1964,0,SITE,MISSOURI,Boone,Columbia,University of Missouri campus,https://catalog.archives.gov/id/63818138,,,
88000437,Shelley House,12/14/1990,0,BUILDING,MISSOURI,St. Louis,St. Louis (Independent City),4600 Labadie Ave.,https://catalog.archives.gov/id/63818188,," Shelley,J. D. and E.,Home;Shelley v. Kraemer House",
70000888,St. Louis Union Station,12/30/1970,0,BUILDING,MISSOURI,St. Louis,St. Louis (Independent City),18th and Market Sts.,https://catalog.archives.gov/id/63820903,, Union Station;St. Louis Union Station and Trainshed,
66000892,Ste. Genevieve Historic District,10/9/1960,0,DISTRICT,MISSOURI,Ste. Genevieve,Ste. Genevieve,Address unknown at this time,https://catalog.archives.gov/id/63818198,," See Also:Bolduc, Louis, House",
72001556,Tower Grove Park,12/20/1989,0,DISTRICT,MISSOURI,St. Louis,St. Louis (Independent City),"Bounded by Magnolia Ave. on N, Grand Blvd. on E, Arsenal St. on S, and Kings Highway Blvd. on W",https://catalog.archives.gov/id/63821103,, Tower Grove Park of the City of St. Louis,
71001066,"Truman, Harry S, Historic District",11/11/1971,0,DISTRICT,MISSOURI,Jackson,Independence,"Range 32 West, Township 49 North, Sections 2 and 3; Range 32  West, Township 50 North, Sections 34 and 35.",,, See Also:Harry S Truman National Historic Site,
66000419,"Twain, Mark, Boyhood Home",12/29/1962,0,BUILDING,MISSOURI,Marion,Hannibal,206--208 Hill St.,https://catalog.archives.gov/id/63818157,, Samuel Clemens Boyhood Home,
68000053,U.S. Customhouse and Post Office,12/30/1970,0,BUILDING,MISSOURI,St. Louis,St. Louis (Independent City),8th and Olive Sts.,https://catalog.archives.gov/id/63820722, GENERAL SERVICES ADMINISTRATION, Old Post Office,
86000091,USS INAUGURAL (fleet minesweeper),1/14/1986,0,STRUCTURE,MISSOURI,St. Louis,St. Louis (Independent City),300 N. Wharf St.,,, AM-242,
66000424,Utz Site,7/19/1964,1,SITE,MISSOURI,Saline,Marshall,Address Restricted,,, 23SA2,
68000054,Wainwright Building,5/23/1968,0,BUILDING,MISSOURI,St. Louis,St. Louis (Independent City),709 Chestnut St.,https://catalog.archives.gov/id/63818176,,,
79003636,Washington University Hilltop Campus Historic District,2/27/1987,0,DISTRICT,MISSOURI,St. Louis,St. Louis (Independent City),"Roughly bounded by Big Bend, Forsyth, Skinker, and Millbrook Blvds.",https://catalog.archives.gov/id/63820340,, Washington University Hilltop Campus Historic District Natio,
66000416,Watkins Mill,11/13/1966,0,DISTRICT,MISSOURI,Clay,Excelsior,6 mi. NW of Excelsior,https://catalog.archives.gov/id/63818631,,,
68000030,Westminster College Gymnasium,5/23/1968,0,BUILDING,MISSOURI,Callaway,Fulton,Westminster College campus,https://catalog.archives.gov/id/63818142,,,
100006807,White Haven (Additional Documentation),6/23/1986,1,building,MISSOURI,St. Louis,St. Louis,Address Restricted,https://catalog.archives.gov/id/63820360, NATIONAL PARK SERVICE, Grant-Dent House,
79003205,White Haven; Ulysses S. Grant National Historic Site,6/23/1986,0,BUILDING,MISSOURI,St. Louis,Grantwood Village,9060 Whitehaven Dr. or 7400 Grant Street,https://catalog.archives.gov/id/63820360, NATIONAL PARK SERVICE, Grant-Dent House,
70000353,"Wilder, Laura Ingalls, House",7/17/1991,0,BUILDING,MISSOURI,Wright,Mansfield,1 mi. E of Mansfield on U.S. Business 60,https://catalog.archives.gov/id/63821230,, Rocky Ridge Farm,
78001650,"Young, Solomon, Farm-Truman, Harry S., Farm",2/4/1985,0,DISTRICT,MISSOURI,Jackson,Grandview,12121 and 12301 Blue Ridge Extension,https://catalog.archives.gov/id/63819038,, Truman Farm;Truman (Harry S) Farm Home,
66000426,Bannack Historic District,7/4/1961,0,DISTRICT,MONTANA,Beaverhead,Dillon,22 mi. from Dillon off MT 278,, BUREAU OF LAND MANAGEMENT,,
100006657,Butte-Anaconda Historic District (Additional Documentation),7/4/1961,0,district,MONTANA,Silver Bow,Butte,100 East Broadway,https://catalog.archives.gov/id/71975591,,,
66000434,Camp Disappointment,5/23/1966,0,SITE,MONTANA,Glacier,Browning,12 mi. NE of Browning,https://catalog.archives.gov/id/71975577,,,
70000355,Chief Joseph Battleground of the Bear's Paw,6/7/1988,0,SITE,MONTANA,Blaine,Chinook,"About 15 mi. S of Chinook, T 30N R 19E, Sections 1 and 12",https://catalog.archives.gov/id/71975654,, Bearpaw Mountain Fight (Snake Creek Fight),
70000354,Chief Plenty Coups (Alek-Chea-Ahoosh) House,1/20/1999,0,SITE,MONTANA,Big Horn,Pryor,1 mi. W of Pryor off MT 416,https://catalog.archives.gov/id/71975625,, Chief Plenty Coups' Home,
12000244,Deer Medicine Rocks,3/2/2012,1,SITE,MONTANA,Rosebud,Lame Deer,Address Restricted,,,,
15000623,First Peoples Buffalo Jump,7/21/2015,1,,MONTANA,Cascade,Ulm,Address Restricted,,,,
66000431,Fort Benton,11/5/1961,0,DISTRICT,MONTANA,Chouteau,Fort Benton,"Front St. (1220 through 1900 block) levee, and bridge",https://catalog.archives.gov/id/71975768,, Fort Benton Historic District,
97000345,Going-to-the-Sun Road,2/18/1997,0,DISTRICT,MONTANA,Flathead,West Glacier,Glacier National Park,https://catalog.archives.gov/id/71975573, NATIONAL PARK SERVICE, Transmountain Highway;Going-to-the-Sun Highway;see also 8300,Glacier
83001060,Granite Park Chalet,5/28/1987,0,BUILDING,MONTANA,Flathead,West Glacier,Glacier National Park,https://catalog.archives.gov/id/71975930, NATIONAL PARK SERVICE, See Also:Great Northern Railway Buildings,Glacier
72000738,Grant-Kohrs Ranch National Historic Site,12/19/1960,0,DISTRICT,MONTANA,Powell,Deer Lodge,Edge of Deer Lodge,https://catalog.archives.gov/id/71975585, NATIONAL PARK SERVICE,,Grant-Kohrs Ranch
66000429,Great Falls Portage,5/23/1966,0,DISTRICT,MONTANA,Cascade,Great Falls,"SE of Great Falls at jct. of U.S. 87, 89, and 91",https://catalog.archives.gov/id/71975568,,,
87001453,Great Northern Railway Buildings,5/5/2000,0,DISTRICT,MONTANA,Flathead,Glacier National Park,Glacier National Park,, NATIONAL PARK SERVICE, See Also:Many Glacier Hotel Historic District;Sperry Chalets,Glacier
66000432,Hagen Site,7/19/1964,1,SITE,MONTANA,Dawson,Glendive,Address Restricted,,, 24-DW-2,
87001447,Lake McDonald Lodge,5/28/1987,0,DISTRICT,MONTANA,Flathead,West Glacier,Off Going to the Sun Rd.,https://catalog.archives.gov/id/71975571, NATIONAL PARK SERVICE, Lake McDonald Lodge Historic District; Lewis Glacier Hotel,Glacier
76000173,Many Glacier Hotel Historic District,5/28/1987,0,DISTRICT,MONTANA,Glacier,Babb,W of Babb,https://catalog.archives.gov/id/71975102, NATIONAL PARK SERVICE, See Also:Great Northern Railway Buildings,Glacier
87001435,Northeast Entrance Station,5/28/1987,0,BUILDING,MONTANA,Park,Yellowstone National Park,US 212,https://catalog.archives.gov/id/71975583, NATIONAL PARK SERVICE,,Yellowstone
66000439,Pictograph Cave,7/19/1964,0,SITE,MONTANA,Yellowstone,Billings,7 mi. SE of Billings in Indian Caves Park,https://catalog.archives.gov/id/71975593,, 24-YL-1;Inscription Cave,
66000440,Pompey's Pillar,6/23/1965,0,SITE,MONTANA,Yellowstone,Pompey's Pillar,W of Pompey,https://catalog.archives.gov/id/71975595,, Pompy's Pillar,
76001119,Rankin Ranch,4/11/1976,0,BUILDING,MONTANA,Broadwater,Avalanche Gulch,2 1/2 mi. NE of the Helena-Diamond City Rd.,https://catalog.archives.gov/id/71975564,, Jeannette Rankin Residence;Wellington D. Rankin Ranch,
72000735,Rosebud Battlefield-Where the Girl Saved Her Brother,10/6/2008,0,SITE,MONTANA,Big Horn,Kirby,"MT 314, 12 mi. S. of Kirby",https://catalog.archives.gov/id/71975642,, Crook's Fight on the Rosebud;Battle of Rosebud Creek,
66000430,"Russell, Charles M., House and Studio",12/21/1965,0,BUILDING,MONTANA,Cascade,Great Falls,"1217--1219 4th Ave., N.",https://catalog.archives.gov/id/71975566,,,
77000115,Sperry Chalets,5/28/1987,0,DISTRICT,MONTANA,Flathead,West Glacier,E of West Glacier,https://catalog.archives.gov/id/71975952, NATIONAL PARK SERVICE, See Also:Great Northern Railway Buildings,Glacier
66000433,Three Forks of the Missouri,10/9/1960,0,BUILDING,MONTANA,Gallatin,Three Forks,"NE of Three Forks on the Missouri River, Missouri Headwaters State Monument",https://catalog.archives.gov/id/71975575,, Gallatin City Buildings,
66000437,Traveler's Rest,10/9/1960,0,SITE,MONTANA,Missoula,Lolo,1 mi. S of Lolo near U.S. 93,https://catalog.archives.gov/id/71975581,,,
86000372,Two Medicine General Store,5/28/1987,0,BUILDING,MONTANA,Flathead,West Glacier,E shore of Two Medicine Lake,https://catalog.archives.gov/id/71974863, NATIONAL PARK SERVICE, See Also:Great Northern Railway Buildings,Glacier
66000435,Virginia City Historic District,7/4/1961,0,DISTRICT,MONTANA,Madison,Virginia City,Wallace St.,https://catalog.archives.gov/id/71975579, BUREAU OF LAND MANAGEMENT,,
76001129,"Wheeler, Burton K., House",12/8/1976,0,BUILDING,MONTANA,Silver Bow,Butte,1232 E. 2nd St.,https://catalog.archives.gov/id/71975589,,,
00001617,Wolf Mountains Battlefield-Where Big Crow walked Back and Forth,10/6/2008,1,SITE,MONTANA,Rosebud,Birney,Address Restricted,https://catalog.archives.gov/id/71975587, BUREAU OF LAND MANAGEMENT, Battle at Belly Butte; Miles' Fight on the Tounge,
81000703,American Legation,1/8/1981,0,BUILDING,MOROCCO,Morocco,Tangier,8 Zankat America (Rue d'Amerique),https://catalog.archives.gov/id/131518059, STATE DEPARTMENT, Old Legation-Museum Building,
85001789,"Landing Beaches, Aslito-Isley Field, and Marpi Point",2/4/1985,0,DISTRICT,N. MARIANA ISLANDS,Saipan,Chalan Kanoa (Saipan),Saipan International Airport and Beaches,https://catalog.archives.gov/id/131518065,, See Also:Isley Field Historic District,
85003268,"Tinian Landing Beaches, Ushi Point Field, Tinian Island",12/30/1985,0,DISTRICT,N. MARIANA ISLANDS,Tinian,Tinian Village (Tinian),Address unknown at this time,https://catalog.archives.gov/id/131518067,, See Also:North Field Historic District,
69000135,Arbor Lodge,5/15/1975,0,DISTRICT,NEBRASKA,Otoe,Nebraska City,"Arbor Lodge State Park, W of Nebraska City",https://catalog.archives.gov/id/73921167,," Morton,J. Sterling,House;Arbor Lodge State Park",
66000445,Ash Hollow Cave,7/19/1964,1,SITE,NEBRASKA,Garden,Lewellen,Address Restricted,,, 25-Gd-2,
77000833,CAPTAIN MERIWETHER LEWIS (dredge),4/11/1989,0,STRUCTURE,NEBRASKA,Nemaha,Brownville,SE of Brownville,https://catalog.archives.gov/id/73921153,, Dredge CAPTAIN MERIWETHER LEWIS,
